timestamp,long_exposure,short_exposure,gross_exposure,net_exposure
2024-01-02 00:00:00+00:00,1.0,1.0,2.0,0.0
2024-01-03 00:00:00+00:00,1.0,1.0,2.0,0.0
2024-01-04 00:00:00+00:00,1.0,1.0,2.0,0.0
2024-01-05 00:00:00+00:00,1.0,1.0,2.0,0.0
2024-01-06 00:00:00+00:00,1.0,1.0,2.0,0.0
2024-01-07 00:00:00+00:00,1.0,1.0,2.0,0.0
