timestamp,turnover
2024-01-02 00:00:00+00:00,0.0
2024-01-03 00:00:00+00:00,2.0
2024-01-04 00:00:00+00:00,2.0
2024-01-05 00:00:00+00:00,2.0
2024-01-06 00:00:00+00:00,0.0
2024-01-07 00:00:00+00:00,0.0
